Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Weather_Impact,Traffic_Multiplier,is_morning_rush,is_evening_rush,is_peak_hours,is_weekend,high_impact_trip,condition_score,distance_x_conditions
2.29,1.0,4.26,1.8,0.41,13.54,13.9334,1.0,1.0,1,0,1,1,0,1.0,2.29
19.45,1.0,2.4,0.86,0.29,16.93,24.0367,1.0,1.25,0,0,0,0,1,1.25,24.3125
40.72,2.0,3.64,0.62,0.35,98.49,63.3579,1.0,1.25,0,1,1,0,1,1.25,50.9
49.38,1.0,3.64,1.03,0.28,9.47,57.153000000000006,1.0,1.0,1,0,1,0,0,1.0,49.38
8.37,3.0,2.27,1.62,0.29,80.78,52.9882,1.15,1.0,0,0,0,1,0,1.15,9.625499999999999
30.11,3.0,3.25,1.33,0.3,36.34,54.1983,1.0,1.1,1,0,1,0,0,1.1,33.121
19.66,2.0,4.56,1.73,0.44,105.23,84.873,1.0,1.0,0,0,0,0,0,1.0,19.66
48.53,1.0,4.57,1.94,0.29,60.77,124.2416,1.3,1.1,0,0,0,0,1,1.4300000000000002,69.3979
42.26,3.0,2.3,1.69,0.26,40.14,84.1558,1.15,1.25,1,0,1,0,1,1.4375,60.748749999999994
42.08,1.0,2.27,1.41,0.19,64.53,73.86349999999999,1.15,1.1,0,0,0,1,0,1.265,53.231199999999994
23.97,1.0,2.79,1.24,0.26,48.93,45.2346,1.0,1.25,1,0,1,0,1,1.25,29.9625
21.33,1.0,4.62,0.56,0.43,69.89,46.61750000000001,1.0,1.0,1,0,1,0,0,1.0,21.33
14.4,2.0,2.39,1.98,0.19,18.17,34.3543,1.0,1.0,0,0,0,1,0,1.0,14.4
3.76,1.0,4.16,1.08,0.31,119.65,45.31230000000001,1.15,1.1,0,1,1,0,0,1.265,4.756399999999999
43.37,3.0,2.3,0.73,0.42,53.94,56.61489999999999,1.0,1.0,0,0,0,1,0,1.0,43.37
40.83,1.0,3.87,1.5,0.24,45.05,75.92699999999999,1.0,1.1,0,0,0,0,0,1.1,44.913000000000004
49.99,3.0,3.07,0.93,0.36,86.67,80.7619,1.0,1.0,0,0,0,1,0,1.0,49.99
28.22,3.0,2.7,1.38,0.14,100.83,55.7598,1.0,1.25,1,0,1,0,1,1.25,35.275
38.68,1.0,3.92,1.17,0.42,57.24,73.2164,1.0,1.0,0,0,0,1,0,1.0,38.68
47.29,1.0,2.71,1.75,0.14,87.75,97.75249999999998,1.0,1.25,1,0,1,1,1,1.25,59.1125
42.63,1.0,4.14,1.22,0.21,17.36,46.15260000000001,1.0,1.25,1,0,1,1,1,1.25,53.2875
13.12,3.0,4.62,1.17,0.44,102.3,64.9824,1.3,1.1,0,0,0,0,1,1.4300000000000002,18.7616
23.08,4.0,2.38,1.31,0.24,89.61,54.1212,1.15,1.1,1,0,1,1,0,1.265,29.196199999999994
7.33,2.0,4.6,1.5,0.49,29.35,29.9765,1.15,1.1,0,0,0,1,0,1.265,9.27245
47.75,4.0,3.78,1.68,0.49,61.86,94.6379,1.15,1.25,0,1,1,0,1,1.4375,68.640625
30.7,4.0,2.38,1.09,0.21,41.37,44.5307,1.0,1.0,1,0,1,1,0,1.0,30.7
12.2,1.0,3.28,1.47,0.12,117.25,35.284,1.0,1.1,0,0,0,1,0,1.1,13.42
33.91,2.0,2.48,0.73,0.38,34.54,40.3595,1.0,1.1,1,0,1,0,0,1.1,37.301
31.29,1.0,4.1,1.9,0.28,57.45,79.637,1.0,1.1,0,0,0,0,0,1.1,34.419000000000004
18.55,1.0,4.28,1.07,0.14,61.86,25.3115,1.0,1.1,0,0,0,0,0,1.1,20.405
6.56,4.0,2.32,1.59,0.38,50.68,32.0088,1.0,1.0,0,1,1,0,0,1.0,6.56
33.91,4.0,3.52,0.53,0.11,61.86,29.2693,1.0,1.1,0,0,0,0,0,1.1,37.301
26.5,1.0,4.44,0.81,0.45,114.61,77.4795,1.0,1.25,1,0,1,0,1,1.25,33.125
38.84,1.0,4.81,1.23,0.29,64.42,62.89040000000001,1.0,1.0,0,0,0,0,0,1.0,38.84
26.49,1.0,3.54,1.82,0.15,99.2,66.6318,1.0,1.25,0,0,0,0,1,1.25,33.1125
42.76,2.0,4.85,1.29,0.17,67.92,71.5568,1.15,1.1,0,0,0,0,0,1.265,54.09139999999999
28.04,4.0,3.61,1.89,0.48,9.69,61.2568,1.0,1.25,0,1,1,1,1,1.25,35.05
28.49,1.0,3.18,1.23,0.38,41.23,53.8901,1.0,1.1,0,1,1,1,0,1.1,31.339000000000002
43.96,3.0,4.54,1.24,0.42,71.19,88.9502,1.0,1.1,1,0,1,0,0,1.1,48.356
20.77,4.0,3.48,1.22,0.26,61.86,47.3268,1.0,1.0,1,0,1,1,0,1.0,20.77
7.57,3.0,3.42,1.7,0.23,103.8,40.163,1.0,1.25,0,0,0,0,1,1.25,9.4625
2.41,2.0,3.47,0.87,0.19,31.26,11.5061,1.0,1.0,0,0,0,0,0,1.0,2.41
38.0,1.0,4.54,1.85,0.29,30.31,83.6299,1.0,1.25,0,1,1,0,1,1.25,47.5
31.4,3.0,4.5,1.87,0.32,28.13,72.2196,1.0,1.0,0,0,0,0,0,1.0,31.4
35.5,2.0,3.21,1.91,0.35,111.09,109.89649999999996,1.15,1.0,0,0,0,1,0,1.15,40.824999999999996
11.44,1.0,3.0,1.28,0.2,103.06,38.2552,1.15,1.0,1,0,1,1,0,1.15,13.155999999999999
7.68,3.0,3.48,1.52,0.48,94.11,60.32639999999999,1.0,1.1,0,1,1,0,0,1.1,8.448
1.71,3.0,3.72,1.67,0.17,50.16,15.1029,1.0,1.0,1,0,1,0,0,1.0,1.71
18.18,2.0,2.72,0.7,0.49,63.0,46.316,1.15,1.25,0,1,1,0,1,1.4375,26.13375
29.91,1.0,4.38,1.4,0.11,58.4,52.678,1.0,1.0,0,0,0,0,0,1.0,29.91
20.22,1.0,3.46,0.55,0.29,34.14,24.4816,1.0,1.0,0,0,0,0,0,1.0,20.22
22.44,3.0,3.0,1.25,0.23,63.08,45.5584,1.0,1.25,1,0,1,0,1,1.25,28.05
45.3,3.0,2.32,0.73,0.28,8.51,37.7718,1.15,1.1,0,0,0,1,0,1.265,57.30449999999999
18.06,3.0,2.72,0.77,0.33,20.16,23.279,1.0,1.25,0,0,0,1,1,1.25,22.575
26.19,1.0,4.85,1.05,0.27,106.96,61.2287,1.0,1.0,0,0,0,0,0,1.0,26.19
39.4,2.0,2.92,1.15,0.27,91.44,72.9188,1.15,1.1,0,0,0,1,0,1.265,49.840999999999994
20.43,2.0,2.51,1.43,0.39,53.63,52.6406,1.0,1.1,0,1,1,0,0,1.1,22.473000000000003
31.48,1.0,3.38,0.61,0.37,64.47,46.4367,1.0,1.1,0,1,1,0,0,1.1,34.628
43.26,4.0,2.92,1.26,0.43,47.55,77.8741,1.3,1.1,1,0,1,0,1,1.4300000000000002,61.8618
47.53,2.0,2.11,0.77,0.2,90.19,56.7461,1.0,1.1,1,0,1,0,0,1.1,52.28300000000001
8.21,3.0,2.97,1.36,0.34,95.18,46.49680000000001,1.0,1.1,1,0,1,1,0,1.1,9.031000000000002
46.4,4.0,3.63,1.46,0.33,92.78,101.9914,1.0,1.0,0,0,0,0,0,1.0,46.4
25.11,4.0,3.66,1.34,0.25,88.1,59.3324,1.0,1.1,0,0,0,0,0,1.1,27.621000000000002
23.5,4.0,3.34,1.0,0.23,43.87,36.9301,1.0,1.1,1,0,1,0,0,1.1,25.85
49.02,4.0,4.9,1.65,0.16,59.03,95.2278,1.0,1.0,0,0,0,1,0,1.0,49.02
25.14,2.0,3.13,1.15,0.19,43.04,40.2186,1.15,1.1,0,0,0,0,0,1.265,31.8021
17.11,1.0,2.77,1.23,0.29,91.82,36.6701,1.0,1.1,0,0,0,0,0,1.1,18.821
25.83,4.0,2.73,1.47,0.37,42.88,65.6944,1.0,1.0,0,0,0,0,0,1.0,25.83
12.77,3.0,3.37,0.53,0.29,20.9,17.662100000000002,1.0,1.0,1,0,1,0,0,1.0,12.77
4.72,1.0,4.28,1.48,0.48,50.89,35.6928,1.15,1.0,0,0,0,0,0,1.15,5.427999999999999
7.32,4.0,2.62,1.43,0.39,117.69,58.9867,1.0,1.1,0,0,0,0,0,1.1,8.052000000000001
122.82019097975328,1.0,4.13,0.96,0.12,30.98,247.5983178992313,1.0,1.25,0,0,0,0,1,1.25,153.5252387246916
8.44,3.0,2.06,0.63,0.45,75.4,41.30720000000001,1.0,1.0,0,1,1,1,0,1.0,8.44
7.8,1.0,3.26,0.64,0.45,61.86,32.9075,1.0,1.1,0,0,0,1,0,1.1,8.58
32.4,4.0,4.33,1.88,0.28,13.17,68.9296,1.0,1.0,0,0,0,1,0,1.0,32.4
9.91,1.0,3.02,1.53,0.33,61.11,38.348600000000005,1.15,1.1,1,0,1,0,0,1.265,12.53615
17.94,1.0,3.69,0.69,0.49,85.75,58.0861,1.0,1.25,1,0,1,0,1,1.25,22.425
44.94,1.0,2.61,1.04,0.31,64.02,69.1938,1.0,1.0,0,1,1,0,0,1.0,44.94
24.22,2.0,4.23,1.39,0.46,61.86,86.3292,1.0,1.1,0,0,0,1,0,1.1,26.642
33.71,2.0,3.52,1.75,0.13,38.23,66.1224,1.15,1.0,1,0,1,0,0,1.15,38.7665
9.44,1.0,4.56,0.57,0.18,14.92,12.6264,1.0,1.0,1,0,1,0,0,1.0,9.44
10.42,1.0,3.52,0.85,0.28,112.71,43.0058,1.0,1.0,1,0,1,0,0,1.0,10.42
3.0,2.0,4.62,1.83,0.33,48.49,26.111700000000003,1.0,1.0,0,1,1,0,0,1.0,3.0
9.28,3.0,3.06,0.51,0.43,71.29,38.447500000000005,1.0,1.1,1,0,1,0,0,1.1,10.208
14.65,4.0,4.17,0.8,0.5,96.08,63.93,1.0,1.1,0,0,0,0,0,1.1,16.115000000000002
9.67,4.0,2.96,1.94,0.26,42.3,32.7178,1.0,1.1,1,0,1,1,0,1.1,10.637
5.35,1.0,4.72,1.42,0.12,87.36,22.8002,1.0,1.0,0,0,0,0,0,1.0,5.35
6.91,3.0,2.38,0.89,0.42,20.57,17.1693,1.0,1.0,1,0,1,0,0,1.0,6.91
23.58,2.0,2.54,0.6,0.34,38.5,29.778,1.0,1.1,0,0,0,0,0,1.1,25.938
11.11,1.0,3.48,0.54,0.18,21.64,13.3746,1.0,1.0,1,0,1,0,0,1.0,11.11
18.85,3.0,2.25,0.87,0.3,98.29,48.1365,1.0,1.0,0,0,0,0,0,1.0,18.85
25.67,3.0,2.59,1.82,0.4,30.6,61.54940000000001,1.0,1.25,1,0,1,1,1,1.25,32.087500000000006
34.83,3.0,4.83,1.12,0.41,87.5,79.71459999999999,1.3,1.1,0,0,0,0,1,1.4300000000000002,49.806900000000006
2.93,2.0,4.93,1.58,0.3,113.48,43.60339999999999,1.3,1.1,0,1,1,1,1,1.4300000000000002,4.189900000000001
40.17,2.0,3.13,1.88,0.22,65.69,93.1014,1.15,1.1,0,0,0,0,0,1.265,50.81505
31.77,4.0,4.77,1.11,0.49,67.1,72.9137,1.0,1.0,0,0,0,0,0,1.0,31.77
5.01,4.0,3.63,0.79,0.37,58.02,29.055300000000003,1.15,1.0,0,0,0,1,0,1.15,5.761499999999999
43.81,3.0,2.81,1.28,0.26,42.48,69.9316,1.0,1.1,0,0,0,0,0,1.1,48.19100000000001
46.12,3.0,4.11,1.86,0.21,59.7,102.4302,1.0,1.0,0,0,0,0,0,1.0,46.12
14.57,4.0,4.97,0.6,0.29,118.39,37.39,1.0,1.1,0,0,0,0,0,1.1,16.027
40.5,3.0,2.8,1.54,0.29,112.84,84.3528,1.15,1.0,0,0,0,1,0,1.15,46.574999999999996
37.66,4.0,4.02,1.36,0.31,104.15,87.5241,1.0,1.1,0,1,1,0,0,1.1,41.426
10.04,1.0,2.16,1.86,0.22,107.25,44.4294,1.0,1.0,0,0,0,1,0,1.0,10.04
11.26,3.0,2.34,0.68,0.29,58.8,30.5768,1.15,1.1,1,0,1,1,0,1.265,14.243899999999998
19.15,2.0,2.01,1.3,0.15,80.61,38.9965,1.0,1.1,0,0,0,0,0,1.1,21.065
24.74,3.0,5.0,1.82,0.36,107.93,88.8816,1.0,1.25,0,0,0,1,1,1.25,30.924999999999997
19.08,4.0,4.36,1.22,0.1,115.6,39.1976,1.0,1.1,0,0,0,1,0,1.1,20.988
23.66,3.0,3.53,0.61,0.15,52.82,25.8856,1.0,1.1,1,0,1,0,0,1.1,26.026000000000003
37.63,2.0,2.9,0.92,0.29,74.12,72.356,1.0,1.25,0,0,0,0,1,1.25,47.0375
2.8,3.0,2.45,1.22,0.45,86.63,44.2055,1.0,1.0,1,0,1,0,0,1.0,2.8
13.37,2.0,2.85,1.92,0.19,114.32,50.2412,1.15,1.0,0,0,0,0,0,1.15,15.375499999999997
35.95,2.0,3.13,0.92,0.41,33.13,49.78730000000001,1.0,1.0,0,1,1,0,0,1.0,35.95
27.07,1.0,2.23,0.74,0.25,35.88,31.2318,1.0,1.1,0,1,1,0,0,1.1,29.777
6.25,4.0,2.05,1.23,0.37,94.31,44.6322,1.3,1.1,0,0,0,1,1,1.4300000000000002,8.937500000000002
22.92,3.0,2.31,1.61,0.13,68.51,48.11750000000001,1.0,1.0,1,0,1,0,0,1.0,22.92
27.1,4.0,3.52,1.8,0.26,81.01,73.0726,1.0,1.1,0,0,0,0,0,1.1,29.810000000000002
12.88,2.0,4.8,1.44,0.49,42.13,43.9909,1.0,1.0,1,0,1,1,0,1.0,12.88
14.19,1.0,3.91,1.5,0.32,61.86,44.507000000000005,1.0,1.1,0,0,0,1,0,1.1,15.609
19.49,4.0,4.41,0.69,0.22,76.0,34.5781,1.15,1.1,0,0,0,1,0,1.265,24.654849999999996
25.83,4.0,3.08,0.7,0.38,27.81,25.3938,1.0,1.0,0,1,1,0,0,1.0,25.83
11.36,1.0,3.52,1.66,0.36,115.59,62.8,1.0,1.0,0,0,0,1,0,1.0,11.36
6.87,4.0,4.35,1.9,0.48,89.4,60.315,1.0,1.25,1,0,1,0,1,1.25,8.5875
44.64,1.0,2.5,1.58,0.11,52.27,78.7809,1.15,1.1,0,1,1,0,0,1.265,56.4696
30.09,1.0,3.54,1.63,0.22,45.84,62.6715,1.0,1.0,1,0,1,1,0,1.0,30.09
25.83,2.0,3.46,0.83,0.47,51.82,56.2678,1.15,1.1,0,1,1,0,0,1.265,32.674949999999995
39.67,1.0,3.88,1.16,0.23,52.06,61.871,1.0,1.1,0,1,1,0,0,1.1,43.63700000000001
25.42,4.0,4.84,1.43,0.2,67.58,54.7066,1.0,1.1,0,1,1,0,0,1.1,27.962000000000003
5.26,1.0,3.74,1.65,0.31,67.5,33.344,1.0,1.0,1,0,1,0,0,1.0,5.26
27.32,2.0,3.62,0.66,0.43,62.17,48.3843,1.0,1.0,0,0,0,0,0,1.0,27.32
29.76,3.0,2.15,1.94,0.14,20.5,62.7544,1.15,1.1,1,0,1,0,0,1.265,37.6464
37.53,4.0,2.19,1.84,0.48,62.05,101.0292,1.15,1.0,0,0,0,0,0,1.15,43.1595
22.15,2.0,2.56,0.91,0.42,24.45,32.985499999999995,1.0,1.0,1,0,1,1,0,1.0,22.15
7.25,1.0,2.1,1.73,0.17,19.51,17.9592,1.0,1.0,0,0,0,0,0,1.0,7.25
14.91,1.0,4.23,1.28,0.38,112.25,65.9698,1.0,1.1,0,0,0,1,0,1.1,16.401
18.79,3.0,4.17,1.19,0.25,74.57,45.1726,1.15,1.25,0,0,0,1,1,1.4375,27.010624999999997
28.97,3.0,4.51,1.37,0.41,51.21,65.195,1.0,1.1,0,0,0,0,0,1.1,31.867
18.45,4.0,2.46,1.59,0.49,109.53,85.4652,1.0,1.1,0,0,0,0,0,1.1,20.295
49.34,4.0,3.52,1.12,0.15,78.36,69.91480000000001,1.0,1.0,0,0,0,1,0,1.0,49.34
30.68,1.0,2.75,1.44,0.27,93.45,72.16069999999999,1.0,1.1,0,0,0,0,0,1.1,33.748000000000005
12.62,3.0,3.12,1.55,0.29,47.38,36.4212,1.0,1.0,0,0,0,0,0,1.0,12.62
5.99,3.0,2.76,1.57,0.25,115.4,41.014300000000006,1.0,1.1,0,0,0,0,0,1.1,6.589
8.49,1.0,3.47,1.22,0.25,99.35,33.2317,1.3,1.0,0,1,1,0,1,1.3,11.037
13.05,1.0,3.22,1.79,0.12,103.2,38.9635,1.0,1.0,1,0,1,0,0,1.0,13.05
8.87,3.0,4.96,1.19,0.37,24.8,24.6913,1.0,1.0,0,0,0,0,0,1.0,8.87
14.97,2.0,2.43,0.86,0.18,37.85,22.1172,1.15,1.0,0,1,1,0,0,1.15,17.2155
9.5,1.0,2.16,1.22,0.43,36.15,29.2945,1.0,1.0,0,0,0,0,0,1.0,9.5
44.94,2.0,3.52,1.83,0.42,103.37,129.5356,1.0,1.25,0,1,1,0,1,1.25,56.175
4.93,1.0,2.16,1.07,0.29,8.67,9.9494,1.0,1.1,0,1,1,1,0,1.1,5.423
26.7,4.0,4.51,1.62,0.22,13.75,50.789,1.0,1.1,0,1,1,0,0,1.1,29.37
21.11,3.0,3.54,0.65,0.36,36.5,30.4015,1.0,1.25,0,1,1,1,1,1.25,26.3875
49.14,3.0,3.58,1.21,0.22,27.99,69.1972,1.15,1.25,0,0,0,0,1,1.4375,70.63875
20.49,1.0,2.51,1.66,0.39,96.76,74.2598,1.0,1.25,0,0,0,0,1,1.25,25.612499999999997
48.5,4.0,2.59,0.82,0.12,61.86,50.7312,1.0,1.0,1,0,1,0,0,1.0,48.5
43.41,2.0,2.96,1.25,0.14,5.66,58.0149,1.15,1.0,0,0,0,0,0,1.15,49.921499999999995
41.04,1.0,3.78,0.85,0.1,54.37,44.101,1.0,1.1,0,0,0,0,0,1.1,45.144000000000005
13.64,2.0,2.63,1.11,0.16,51.91,26.076,1.15,1.1,0,0,0,1,0,1.265,17.2546
9.37,1.0,2.35,1.67,0.13,18.1,20.3509,1.0,1.1,0,0,0,0,0,1.1,10.307
33.76,1.0,3.52,1.66,0.5,82.76,102.3316,1.15,1.0,0,1,1,0,0,1.15,38.824
46.54,2.0,2.07,0.84,0.22,85.74,60.0264,1.15,1.0,1,0,1,0,0,1.15,53.520999999999994
28.28,2.0,4.41,1.88,0.16,87.9,71.6404,1.15,1.1,0,1,1,0,0,1.265,35.7742
29.01,2.0,4.36,1.39,0.2,88.77,62.4379,1.0,1.0,0,0,0,0,0,1.0,29.01
14.72,4.0,2.89,1.07,0.47,5.01,20.9951,1.0,1.1,0,0,0,0,0,1.1,16.192000000000004
38.71,2.0,2.41,1.25,0.31,114.7,86.3545,1.15,1.1,0,0,0,0,0,1.265,48.968149999999994
10.17,1.0,3.52,1.41,0.25,98.63,41.4372,1.0,1.1,0,1,1,0,0,1.1,11.187000000000001
16.86,1.0,4.09,1.34,0.45,108.96,75.7144,1.0,1.1,1,0,1,0,0,1.1,18.546
21.85,3.0,3.93,1.23,0.26,6.8,32.5735,1.15,1.25,0,0,0,0,1,1.4375,31.409375
25.87,2.0,4.35,1.26,0.23,112.39,62.7959,1.15,1.0,0,0,0,0,0,1.15,29.7505
12.88,4.0,4.81,0.76,0.18,98.13,32.2622,1.15,1.1,1,0,1,0,0,1.265,16.2932
6.63,4.0,4.08,1.72,0.25,101.28,40.8036,1.0,1.1,0,0,0,1,0,1.1,7.293
30.92,4.0,2.47,1.31,0.23,15.73,46.5931,1.15,1.0,1,0,1,0,0,1.15,35.558
15.14,3.0,2.73,0.7,0.37,89.96,46.61319999999999,1.15,1.0,1,0,1,0,0,1.15,17.410999999999998
29.48,1.0,4.53,1.65,0.22,115.39,78.5578,1.0,1.0,1,0,1,0,0,1.0,29.48
8.56,4.0,2.63,1.22,0.33,83.03,46.2939,1.0,1.1,0,0,0,1,0,1.1,9.416000000000002
24.58,1.0,2.22,1.92,0.13,70.61,58.59289999999999,1.0,1.1,0,0,0,1,0,1.1,27.038
27.1,3.0,4.11,1.05,0.18,113.75,53.040000000000006,1.0,1.25,0,0,0,0,1,1.25,33.875
3.54,2.0,3.21,0.7,0.26,55.94,20.2324,1.3,1.0,0,0,0,1,1,1.3,4.602
17.49,2.0,4.76,1.28,0.47,73.92,61.8896,1.0,1.0,0,0,0,0,0,1.0,17.49
7.59,2.0,3.95,0.67,0.25,59.78,23.9803,1.0,1.25,0,0,0,0,1,1.25,9.4875
4.11,4.0,2.27,1.9,0.37,112.28,51.6226,1.3,1.0,0,0,0,1,1,1.3,5.343000000000001
49.51,2.0,4.84,0.78,0.2,13.75,46.207800000000006,1.0,1.1,1,0,1,1,0,1.1,54.461000000000006
16.8,4.0,2.78,0.88,0.29,62.63,26.9585,1.15,1.1,0,0,0,0,0,1.265,21.252
40.68,3.0,3.01,1.11,0.12,84.0,58.2448,1.0,1.0,1,0,1,0,0,1.0,40.68
13.48,3.0,3.21,1.07,0.22,96.07,38.769,1.15,1.0,0,0,0,0,0,1.15,15.501999999999999
34.39,4.0,2.15,1.69,0.16,72.05,71.7971,1.0,1.0,0,0,0,0,0,1.0,34.39
38.25,1.0,3.49,1.18,0.17,109.53,67.24510000000001,1.15,1.0,1,0,1,0,0,1.15,43.9875
30.19,2.0,2.37,0.76,0.4,113.33,70.6464,1.0,1.1,1,0,1,0,0,1.1,33.209
24.11,2.0,3.2,0.9,0.11,12.4,26.263,1.0,1.1,0,1,1,0,0,1.1,26.521
21.18,2.0,3.05,1.26,0.32,51.27,46.1432,1.15,1.0,0,0,0,0,0,1.15,24.357
18.09,4.0,4.32,0.72,0.25,7.7,19.2698,1.0,1.1,1,0,1,0,0,1.1,19.899
46.55,3.0,4.41,1.42,0.3,42.88,83.375,1.0,1.25,0,0,0,0,1,1.25,58.1875
41.7,2.0,2.46,1.35,0.33,66.74,80.7792,1.0,1.0,0,0,0,0,0,1.0,41.7
48.29,3.0,3.1,1.57,0.23,109.74,104.1555,1.15,1.1,0,0,0,1,0,1.265,61.08684999999999
7.09,2.0,3.52,1.91,0.22,102.35,39.1789,1.0,1.0,0,0,0,1,0,1.0,7.09
36.81,2.0,2.45,1.87,0.39,19.66,78.95210000000002,1.0,1.0,1,0,1,0,0,1.0,36.81
46.98,4.0,4.4,1.92,0.45,15.7,101.6666,1.0,1.0,1,0,1,1,0,1.0,46.98
9.88,1.0,4.12,0.87,0.18,72.77,25.8142,1.0,1.1,1,0,1,1,0,1.1,10.868000000000002
4.26,4.0,2.57,0.7,0.14,66.19,14.8186,1.0,1.0,0,0,0,1,0,1.0,4.26
37.31,2.0,3.1,0.95,0.46,35.63,54.9343,1.0,1.25,1,0,1,0,1,1.25,46.6375
29.15,2.0,2.32,1.84,0.24,108.44,81.9816,1.0,1.1,0,0,0,0,0,1.1,32.065
25.83,1.0,3.88,1.96,0.32,111.65,122.418,1.0,1.1,1,0,1,0,0,1.1,28.413
7.85,3.0,2.36,1.22,0.24,51.3,28.7235,1.0,1.0,0,0,0,0,0,1.0,7.85
39.97,3.0,4.96,0.67,0.15,107.38,47.846900000000005,1.15,1.1,0,0,0,0,0,1.265,50.56204999999999
10.88,2.0,3.52,1.92,0.34,61.86,41.9406,1.0,1.1,0,1,1,0,0,1.1,11.968000000000002
9.05,2.0,3.74,0.51,0.18,59.73,19.1069,1.0,1.1,0,0,0,1,0,1.1,9.955000000000002
40.91,1.0,4.73,1.16,0.28,19.1,57.53359999999999,1.0,1.1,0,0,0,0,0,1.1,45.001
33.59,1.0,3.66,0.57,0.42,111.71,69.7245,1.15,1.0,0,0,0,0,0,1.15,38.6285
26.63,2.0,2.52,1.22,0.34,57.22,57.1264,1.0,1.25,0,0,0,1,1,1.25,33.2875
25.83,1.0,3.14,1.22,0.14,89.47,34.4316,1.0,1.0,1,0,1,1,0,1.0,25.83
43.98,4.0,4.53,1.21,0.32,47.22,72.8562,1.0,1.0,0,1,1,1,0,1.0,43.98
20.23,1.0,3.93,1.42,0.38,7.17,35.3812,1.0,1.0,0,0,0,1,0,1.0,20.23
41.01,1.0,3.95,1.8,0.42,16.56,84.7232,1.0,1.1,1,0,1,0,0,1.1,45.111000000000004
19.47,2.0,4.68,1.15,0.16,84.35,40.56649999999999,1.0,1.0,0,0,0,0,0,1.0,19.47
23.67,1.0,4.76,1.73,0.38,43.49,62.2353,1.3,1.1,0,1,1,0,1,1.4300000000000002,33.84810000000001
15.77,3.0,2.28,1.86,0.37,61.86,63.0548,1.0,1.0,0,1,1,0,0,1.0,15.77
37.63,4.0,3.63,0.68,0.11,85.34,38.6058,1.0,1.1,0,1,1,0,0,1.1,41.39300000000001
25.63,3.0,4.22,1.3,0.26,85.95,59.886,1.15,1.1,1,0,1,0,0,1.265,32.421949999999995
12.38,2.0,4.27,0.93,0.23,61.64,29.9606,1.15,1.1,0,0,0,0,0,1.265,15.6607
45.08,2.0,3.82,0.57,0.29,110.21,70.29329999999999,1.0,1.25,0,0,0,1,1,1.25,56.349999999999994
19.81,3.0,2.5,1.5,0.19,61.26,43.8544,1.15,1.0,1,0,1,0,0,1.15,22.781499999999998
45.42,3.0,4.16,0.74,0.47,27.93,50.89789999999999,1.0,1.1,0,1,1,1,0,1.1,49.962
31.59,3.0,2.26,1.72,0.42,40.38,73.5544,1.0,1.25,1,0,1,0,1,1.25,39.4875
6.73,4.0,3.39,1.78,0.47,9.87,20.0083,1.0,1.0,0,0,0,0,0,1.0,6.73
47.05,4.0,2.52,1.87,0.49,77.86,128.6549,1.3,1.0,1,0,1,0,1,1.3,61.165
31.76,3.0,3.01,0.9,0.1,33.58,34.952,1.0,1.0,1,0,1,0,0,1.0,31.76
7.82,2.0,3.2,0.98,0.27,93.64,36.1464,1.15,1.0,0,0,0,1,0,1.15,8.993
39.91,4.0,3.65,1.33,0.44,42.63,75.4875,1.0,1.1,0,1,1,0,0,1.1,43.900999999999996
31.38,4.0,3.86,0.58,0.2,32.85,28.6304,1.0,1.25,0,0,0,0,1,1.25,39.225
27.14,2.0,3.99,0.57,0.49,24.44,31.4354,1.0,1.1,0,0,0,1,0,1.1,29.854000000000003
44.8,1.0,4.51,1.58,0.35,94.11,108.2325,1.0,1.0,1,0,1,1,0,1.0,44.8
39.64,4.0,2.65,1.17,0.42,19.92,57.3952,1.15,1.1,0,0,0,0,0,1.265,50.1446
16.27,1.0,4.55,0.79,0.17,61.86,28.164300000000004,1.15,1.25,0,1,1,0,1,1.4375,23.388125
13.18,4.0,2.47,1.5,0.4,84.05,55.86,1.0,1.1,1,0,1,0,0,1.1,14.498000000000001
37.45,4.0,4.92,0.5,0.11,77.83,32.2063,1.0,1.0,0,0,0,0,0,1.0,37.45
2.64,1.0,4.53,1.71,0.43,98.23,51.2833,1.3,1.1,1,0,1,0,1,1.4300000000000002,3.7752000000000008
28.92,1.0,3.5,0.62,0.11,10.15,22.5469,1.0,1.1,0,0,0,1,0,1.1,31.812000000000005
38.36,3.0,4.94,0.79,0.36,39.09,49.3168,1.0,1.1,0,1,1,0,0,1.1,42.196000000000005
43.96,2.0,2.29,1.08,0.25,37.22,59.0718,1.0,1.0,0,0,0,0,0,1.0,43.96
17.76,2.0,2.91,1.22,0.34,21.79,32.1634,1.15,1.0,0,0,0,0,0,1.15,20.424
41.24,1.0,3.91,1.03,0.38,38.26,60.92600000000001,1.0,1.25,0,0,0,0,1,1.25,51.550000000000004
25.83,1.0,3.05,0.98,0.24,61.86,19.0904,1.0,1.1,0,0,0,0,0,1.1,28.413
42.48,4.0,4.79,1.95,0.14,65.02,96.7288,1.0,1.25,0,1,1,0,1,1.25,53.099999999999994
7.25,3.0,2.2,1.46,0.13,81.33,23.3579,1.0,1.0,0,0,0,1,0,1.0,7.25
20.47,3.0,3.65,1.22,0.34,48.83,31.306,1.15,1.1,0,0,0,0,0,1.265,25.894549999999995
